filename,title,level,tactics,techniques,source_folder,original_path
proc_creation_win_remote_access_tools_teamviewer_incoming_connection.yml,Remote Access Tool - Team Viewer Session Started On Windows Host,low,"initial-access,persistence",T1133,rules,rules/windows/process_creation/proc_creation_win_remote_access_tools_teamviewer_incoming_connection.yml
proc_creation_win_office_susp_child_processes.yml,Suspicious Microsoft Office Child Process,high,"execution,stealth","T1047,T1204.002,T1218.010",rules,rules/windows/process_creation/proc_creation_win_office_susp_child_processes.yml
proc_creation_win_curl_local_file_read.yml,Local File Read Using Curl.EXE,medium,execution,,rules,rules/windows/process_creation/proc_creation_win_curl_local_file_read.yml
proc_creation_win_renamed_whoami.yml,Renamed Whoami Execution,critical,discovery,T1033,rules,rules/windows/process_creation/proc_creation_win_renamed_whoami.yml
proc_creation_win_schtasks_powershell_persistence.yml,Potential Persistence Via Powershell Search Order Hijacking - Task,high,"execution,persistence,privilege-escalation","T1053.005,T1059.001",rules,rules/windows/process_creation/proc_creation_win_schtasks_powershell_persistence.yml
proc_creation_win_bcdedit_susp_execution.yml,Potential Ransomware or Unauthorized MBR Tampering Via Bcdedit.EXE,medium,"persistence,stealth","T1070,T1542.003",rules,rules/windows/process_creation/proc_creation_win_bcdedit_susp_execution.yml
proc_creation_win_powershell_cl_invocation.yml,Potential Process Execution Proxy Via CL_Invocation.ps1,medium,stealth,T1216,rules,rules/windows/process_creation/proc_creation_win_powershell_cl_invocation.yml
proc_creation_win_cmd_dir_execution.yml,File And SubFolder Enumeration Via Dir Command,low,discovery,T1217,rules,rules/windows/process_creation/proc_creation_win_cmd_dir_execution.yml
proc_creation_win_vslsagent_agentextensionpath_load.yml,Suspicious Vsls-Agent Command With AgentExtensionPath Load,medium,stealth,T1218,rules,rules/windows/process_creation/proc_creation_win_vslsagent_agentextensionpath_load.yml
proc_creation_win_susp_emoji_usage_in_cli_2.yml,Potential Defense Evasion Activity Via Emoji Usage In CommandLine - 2,high,stealth,,rules,rules/windows/process_creation/proc_creation_win_susp_emoji_usage_in_cli_2.yml
proc_creation_win_userinit_uncommon_child_processes.yml,Uncommon Userinit Child Process,high,"persistence,privilege-escalation",T1037.001,rules,rules/windows/process_creation/proc_creation_win_userinit_uncommon_child_processes.yml
proc_creation_win_remote_access_tools_anydesk_susp_exec.yml,Remote Access Tool - Anydesk Execution From Suspicious Folder,high,command-and-control,T1219.002,rules,rules/windows/process_creation/proc_creation_win_remote_access_tools_anydesk_susp_exec.yml
proc_creation_win_powershell_invoke_webrequest_direct_ip.yml,Suspicious Invoke-WebRequest Execution With DirectIP,medium,command-and-control,T1105,rules,rules/windows/process_creation/proc_creation_win_powershell_invoke_webrequest_direct_ip.yml
proc_creation_win_wmic_eventconsumer_creation.yml,New ActiveScriptEventConsumer Created Via Wmic.EXE,high,"persistence,privilege-escalation",T1546.003,rules,rules/windows/process_creation/proc_creation_win_wmic_eventconsumer_creation.yml
proc_creation_win_cmd_unusual_parent.yml,Unusual Parent Process For Cmd.EXE,medium,execution,T1059,rules,rules/windows/process_creation/proc_creation_win_cmd_unusual_parent.yml
proc_creation_win_powershell_reverse_shell_connection.yml,Potential Powershell ReverseShell Connection,high,execution,T1059.001,rules,rules/windows/process_creation/proc_creation_win_powershell_reverse_shell_connection.yml
proc_creation_win_odbcconf_register_dll_regsvr.yml,New DLL Registered Via Odbcconf.EXE,medium,stealth,T1218.008,rules,rules/windows/process_creation/proc_creation_win_odbcconf_register_dll_regsvr.yml
proc_creation_win_powershell_frombase64string.yml,Base64 Encoded PowerShell Command Detected,high,"execution,stealth","T1027,T1059.001,T1140",rules,rules/windows/process_creation/proc_creation_win_powershell_frombase64string.yml
proc_creation_win_cloudflared_quicktunnel_execution.yml,Cloudflared Quick Tunnel Execution,medium,command-and-control,T1090.001,rules,rules/windows/process_creation/proc_creation_win_cloudflared_quicktunnel_execution.yml
proc_creation_win_wmic_recon_process.yml,Process Reconnaissance Via Wmic.EXE,medium,execution,T1047,rules,rules/windows/process_creation/proc_creation_win_wmic_recon_process.yml
proc_creation_win_dsacls_password_spray.yml,Potential Password Spraying Attempt Using Dsacls.EXE,medium,stealth,T1218,rules,rules/windows/process_creation/proc_creation_win_dsacls_password_spray.yml
proc_creation_win_curl_download_direct_ip_susp_extensions.yml,Suspicious File Download From IP Via Curl.EXE,high,execution,,rules,rules/windows/process_creation/proc_creation_win_curl_download_direct_ip_susp_extensions.yml
proc_creation_win_mstsc_run_local_rpd_file_susp_parent.yml,Mstsc.EXE Execution From Uncommon Parent,high,lateral-movement,,rules,rules/windows/process_creation/proc_creation_win_mstsc_run_local_rpd_file_susp_parent.yml
proc_creation_win_powershell_remotefxvgpudisablement_abuse.yml,RemoteFXvGPUDisablement Abuse Via AtomicTestHarnesses,high,stealth,T1218,rules,rules/windows/process_creation/proc_creation_win_powershell_remotefxvgpudisablement_abuse.yml
proc_creation_win_defaultpack_uncommon_child_process.yml,Uncommon Child Process Of Defaultpack.EXE,medium,"execution,stealth",T1218,rules,rules/windows/process_creation/proc_creation_win_defaultpack_uncommon_child_process.yml
proc_creation_win_regasm_regsvcs_uncommon_location_execution.yml,Potentially Suspicious Execution Of Regasm/Regsvcs From Uncommon Location,medium,stealth,T1218.009,rules,rules/windows/process_creation/proc_creation_win_regasm_regsvcs_uncommon_location_execution.yml
proc_creation_win_whoami_output.yml,Whoami.EXE Execution With Output Option,medium,discovery,T1033,rules,rules/windows/process_creation/proc_creation_win_whoami_output.yml
proc_creation_win_powershell_iex_patterns.yml,Suspicious PowerShell IEX Execution Patterns,high,execution,T1059.001,rules,rules/windows/process_creation/proc_creation_win_powershell_iex_patterns.yml
proc_creation_win_wmic_recon_unquoted_service_search.yml,Potential Unquoted Service Path Reconnaissance Via Wmic.EXE,medium,execution,T1047,rules,rules/windows/process_creation/proc_creation_win_wmic_recon_unquoted_service_search.yml
proc_creation_win_uac_bypass_cmstp_com_object_access.yml,CMSTP UAC Bypass via COM Object Access,high,"execution,privilege-escalation,stealth","T1218.003,T1548.002",rules,rules/windows/process_creation/proc_creation_win_uac_bypass_cmstp_com_object_access.yml
proc_creation_win_susp_inline_win_api_access.yml,Potential WinAPI Calls Via CommandLine,high,execution,T1106,rules,rules/windows/process_creation/proc_creation_win_susp_inline_win_api_access.yml
proc_creation_win_sc_sdset_allow_service_changes.yml,Allow Service Access Using Security Descriptor Tampering Via Sc.EXE,high,"persistence,privilege-escalation",T1543.003,rules,rules/windows/process_creation/proc_creation_win_sc_sdset_allow_service_changes.yml
proc_creation_win_remote_access_tools_tacticalrmm_agent_registration_via_cli.yml,Remote Access Tool - TacticalRMM Agent Registration to Potentially Attacker-Controlled Server,medium,command-and-control,"T1105,T1219",rules,rules/windows/process_creation/proc_creation_win_remote_access_tools_tacticalrmm_agent_registration_via_cli.yml
proc_creation_win_lolbin_msdeploy.yml,Execute Files with Msdeploy.exe,medium,stealth,T1218,rules,rules/windows/process_creation/proc_creation_win_lolbin_msdeploy.yml
proc_creation_win_odbcconf_response_file_susp.yml,Suspicious Response File Execution Via Odbcconf.EXE,high,stealth,T1218.008,rules,rules/windows/process_creation/proc_creation_win_odbcconf_response_file_susp.yml
proc_creation_win_chcp_codepage_lookup.yml,Console CodePage Lookup Via CHCP,medium,discovery,T1614.001,rules,rules/windows/process_creation/proc_creation_win_chcp_codepage_lookup.yml
proc_creation_win_hktl_cobaltstrike_bloopers_modules.yml,Operator Bloopers Cobalt Strike Modules,high,execution,T1059.003,rules,rules/windows/process_creation/proc_creation_win_hktl_cobaltstrike_bloopers_modules.yml
proc_creation_win_hktl_sliver_c2_execution_pattern.yml,HackTool - Sliver C2 Implant Activity Pattern,critical,execution,T1059,rules,rules/windows/process_creation/proc_creation_win_hktl_sliver_c2_execution_pattern.yml
proc_creation_win_hktl_sharpersist.yml,HackTool - SharPersist Execution,high,"execution,persistence,privilege-escalation",T1053,rules,rules/windows/process_creation/proc_creation_win_hktl_sharpersist.yml
proc_creation_win_susp_crypto_mining_monero.yml,Potential Crypto Mining Activity,high,impact,T1496,rules,rules/windows/process_creation/proc_creation_win_susp_crypto_mining_monero.yml
proc_creation_win_mmc_default_domain_gpo_modification_via_gpme.yml,Windows Default Domain GPO Modification via GPME,medium,"defense-impairment,privilege-escalation",T1484.001,rules,rules/windows/process_creation/proc_creation_win_mmc_default_domain_gpo_modification_via_gpme.yml
proc_creation_win_certreq_download.yml,Suspicious CertReq Command to Download,high,command-and-control,T1105,rules,rules/windows/process_creation/proc_creation_win_certreq_download.yml
proc_creation_win_net_user_default_accounts_manipulation.yml,Suspicious Manipulation Of Default Accounts Via Net.EXE,high,collection,T1560.001,rules,rules/windows/process_creation/proc_creation_win_net_user_default_accounts_manipulation.yml
proc_creation_win_wsl_child_processes_anomalies.yml,WSL Child Process Anomaly,medium,"execution,stealth","T1202,T1218",rules,rules/windows/process_creation/proc_creation_win_wsl_child_processes_anomalies.yml
proc_creation_win_psr_capture_screenshots.yml,Screen Capture Activity Via Psr.EXE,medium,collection,T1113,rules,rules/windows/process_creation/proc_creation_win_psr_capture_screenshots.yml
proc_creation_win_lolbin_visual_basic_compiler.yml,Visual Basic Command Line Compiler Usage,high,stealth,T1027.004,rules,rules/windows/process_creation/proc_creation_win_lolbin_visual_basic_compiler.yml
proc_creation_win_susp_embed_exe_lnk.yml,Hidden Powershell in Link File Pattern,medium,execution,T1059.001,rules,rules/windows/process_creation/proc_creation_win_susp_embed_exe_lnk.yml
proc_creation_win_hktl_impacket_tools.yml,HackTool - Impacket Tools Execution,high,"collection,credential-access,execution",T1557.001,rules,rules/windows/process_creation/proc_creation_win_hktl_impacket_tools.yml
proc_creation_win_susp_ntfs_short_name_use_image.yml,Use NTFS Short Name in Image,medium,stealth,T1564.004,rules,rules/windows/process_creation/proc_creation_win_susp_ntfs_short_name_use_image.yml
proc_creation_win_pua_radmin.yml,PUA - Radmin Viewer Utility Execution,medium,"execution,lateral-movement",T1072,rules,rules/windows/process_creation/proc_creation_win_pua_radmin.yml
proc_creation_win_reg_delete_safeboot.yml,SafeBoot Registry Key Deleted Via Reg.EXE,high,defense-impairment,T1685,rules,rules/windows/process_creation/proc_creation_win_reg_delete_safeboot.yml
proc_creation_win_mmc_mmc20_lateral_movement.yml,MMC20 Lateral Movement,high,"execution,lateral-movement",T1021.003,rules,rules/windows/process_creation/proc_creation_win_mmc_mmc20_lateral_movement.yml
proc_creation_win_adplus_memory_dump.yml,Potential Adplus.EXE Abuse,high,"credential-access,execution",T1003.001,rules,rules/windows/process_creation/proc_creation_win_adplus_memory_dump.yml
proc_creation_win_dsacls_abuse_permissions.yml,Potentially Over Permissive Permissions Granted Using Dsacls.EXE,medium,stealth,T1218,rules,rules/windows/process_creation/proc_creation_win_dsacls_abuse_permissions.yml
proc_creation_win_lolbin_pcalua.yml,Use of Pcalua For Execution,medium,execution,T1059,rules,rules/windows/process_creation/proc_creation_win_lolbin_pcalua.yml
proc_creation_win_powershell_enable_susp_windows_optional_feature.yml,Potential Suspicious Windows Feature Enabled - ProcCreation,medium,stealth,,rules,rules/windows/process_creation/proc_creation_win_powershell_enable_susp_windows_optional_feature.yml
proc_creation_win_susp_obfuscated_ip_download.yml,Obfuscated IP Download Activity,medium,discovery,,rules,rules/windows/process_creation/proc_creation_win_susp_obfuscated_ip_download.yml
proc_creation_win_powershell_token_obfuscation.yml,Powershell Token Obfuscation - Process Creation,high,stealth,T1027.009,rules,rules/windows/process_creation/proc_creation_win_powershell_token_obfuscation.yml
proc_creation_win_icacls_deny.yml,Use Icacls to Hide File to Everyone,medium,stealth,T1564.001,rules,rules/windows/process_creation/proc_creation_win_icacls_deny.yml
proc_creation_win_powershell_cmdline_special_characters.yml,Potential PowerShell Command Line Obfuscation,high,"execution,stealth","T1027,T1059.001",rules,rules/windows/process_creation/proc_creation_win_powershell_cmdline_special_characters.yml
proc_creation_win_dnx_execute_csharp_code.yml,Potential Application Whitelisting Bypass via Dnx.EXE,medium,stealth,"T1027.004,T1218",rules,rules/windows/process_creation/proc_creation_win_dnx_execute_csharp_code.yml
proc_creation_win_powershell_aadinternals_cmdlets_execution.yml,AADInternals PowerShell Cmdlets Execution - ProccessCreation,high,"credential-access,discovery,execution,impact,reconnaissance",,rules,rules/windows/process_creation/proc_creation_win_powershell_aadinternals_cmdlets_execution.yml
proc_creation_win_devinit_lolbin_usage.yml,Arbitrary MSI Download Via Devinit.EXE,medium,"execution,stealth",T1218,rules,rules/windows/process_creation/proc_creation_win_devinit_lolbin_usage.yml
proc_creation_win_security_susp_node_js_execution.yml,NodeJS Execution of JavaScript File,low,execution,T1059.007,rules,rules/windows/process_creation/proc_creation_win_security_susp_node_js_execution.yml
proc_creation_win_remote_access_tools_rurat_non_default_location.yml,Remote Access Tool - RURAT Execution From Unusual Location,medium,stealth,,rules,rules/windows/process_creation/proc_creation_win_remote_access_tools_rurat_non_default_location.yml
proc_creation_win_powershell_susp_parameter_variation.yml,Suspicious PowerShell Parameter Substring,high,execution,T1059.001,rules,rules/windows/process_creation/proc_creation_win_powershell_susp_parameter_variation.yml
proc_creation_win_bginfo_suspicious_child_process.yml,Suspicious Child Process Of BgInfo.EXE,high,"execution,stealth","T1059.005,T1202,T1218",rules,rules/windows/process_creation/proc_creation_win_bginfo_suspicious_child_process.yml
